COD_MAT  ;DESCRICAO MATERIAL            ;UND;QUA COM      ;QUA GENE     ;LOT MIN;PRECO A VISTA;VALOR FRETE  ;ENTREGA   ;ENTR/RETI ;COD FOR  ;NOME FORECEDOR                                    ;CNPJ                ;TELEFONE            ;VENDEDOR            ;E-MAIL              ;IPI ;ICMS;ENC FIN;COND PAGTO                                          ;M. PLAN
122892;BLANK AL 1430X850X1,2MM - 1100;UN ;31;0;       ;15,34;0;43662;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;0;2;                                                    ;19626
126403;BLANK AL 1435X345X1,0 1200-H14;UN ;25;0;10;15,34;0;43662;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;18;0;                                                    ;19626
122886;BLANK AL 1523X430X1MM - LIGA H;UN ;29;0;10;15,34;0;43662;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;18;0;                                                    ;19626
91380;BLANK AL 1535X1175X1,2 1100-O ;UN ;4;0;       ;15,34;0;43675;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;0;2;                                                    ;19626
91418;BLANK AL 1566X700X1,2 3105-O  ;UN ;16;0;       ;15,34;0;43669;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;0;2;                                                    ;19626
91382;BLANK AL 1615X1175X1,2 1100-O ;UN ;3;0;       ;15,34;0;43675;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;0;2;                                                    ;19626
126404;BLANK AL 1635X345X1,0 1200-H14;UN ;32;0;10;15,34;0;43662;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;18;0;                                                    ;19626
91377;BLANK AL 1750X1175X1,2 1100-O ;UN ;3;0;       ;15,34;0;43669;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;0;2;                                                    ;19626
122893;BLANK AL 1770X850X1,2MM - 1100;UN ;25;0;       ;15,34;0;43662;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;0;2;                                                    ;19626
122895;BLANK AL 1785X850X1,2MM - 1100;UN ;24;0;       ;15,34;0;43662;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;0;2;                                                    ;19626
122887;BLANK AL 1863X430X1MM - LIGA H;UN ;25;0;10;15,34;0;43662;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;18;0;                                                    ;19626
91419;BLANK AL 1929X700X1,2 3105-O  ;UN ;10;0;       ;15,34;0;43669;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;0;0;                                                    ;19626
91420;BLANK AL 2292X700X1,2 3105-O  ;UN ;12;0;       ;15,34;0;43672;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;0;2;                                                    ;19626
91389;BLANK AL 2315X1175X1,2 1100-O ;UN ;1;0;       ;15,34;0;43669;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;0;0;                                                    ;19626
91379;BLANK AL 2450X1175X1,2 1100-O ;UN ;4;0;       ;15,34;0;43675;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;0;2;                                                    ;19626
122894;BLANK AL 2470X850X1,2MM - 1200;UN ;27;0;       ;15,34;0;43662;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;0;2;                                                    ;19626
122888;BLANK AL 2563X430X1MM - LIGA H;UN ;26;0;10;15,34;0;43662;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;18;0;                                                    ;19626
91421;BLANK AL 2655X700X1,2 3105-O  ;UN ;4;0;       ;15,34;0;43669;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;0;2;                                                    ;19626
109896;BLANK AL 447X755X1,2 H-14 FECH;UN ;12;0;       ;15,34;0;43669;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;0;0;                                                    ;19626
94145;BLANK AL 570X755X1,2 H-14 FEC.;UN ;13;0;       ;15,34;0;43672;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;0;0;                                                    ;19626
91416;BLANK AL 840X700X1,2 3105-O   ;UN ;5;0;       ;15,34;0;43669;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;0;2;                                                    ;19626
122890;BLANK AL 900X850X1,2MM - 1100-;UN ;2;0;       ;15,34;0;43662;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;0;2;                                                    ;19626
119566;BLANK BANDEJA MI 1107 X 340 X ;UN ;126;0;       ;15,34;0;43662;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;0;0;                                                    ;19626
119567;BLANK BANDEJA MI 1470 X 340 X ;UN ;155;0;10;15,34;0;43675;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;18;0;                                                    ;19626
119568;BLANK BANDEJA MI 1833 X 340 X ;UN ;119;0;10;15,34;0;43675;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;18;0;                                                    ;19626
119569;BLANK BANDEJA MI 2196 X 340 X ;UN ;69;0;10;15,34;0;43675;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;18;0;                                                    ;19626
92635;BLANK BANDEJA MI 2230 X 373 X ;UN ;7;0;       ;15,34;0;43672;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;0;0;                                                    ;19626
92636;BLANK BANDEJA MI 2593 X 373 X ;UN ;4;0;       ;15,34;0;43669;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;0;0;                                                    ;19626
119571;BLANK BANDEJA MI 2922 X 340 X ;UN ;21;0;10;15,34;0;43675;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;18;0;                                                    ;19626
92637;BLANK BANDEJA MI 2956 X 373 X ;UN ;3;0;       ;15,34;0;43669;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;0;0;                                                    ;19626
119574;BLANK COIFA MI 1071 X 625 X 0.;UN ;126;0;10;15,34;0;43675;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;18;0;                                                    ;19626
119575;BLANK COIFA MI 1434 X 625 X 0.;UN ;155;0;10;15,34;0;43675;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;18;0;                                                    ;19626
119580;BLANK COIFA MI 1644 X 625 X 0.;UN ;14;0;10;15,34;0;43675;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;18;0;                                                    ;19626
119576;BLANK COIFA MI 1797 X 625 X 0.;UN ;119;0;10;15,34;0;43675;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;18;0;                                                    ;19626
119577;BLANK COIFA MI 2160 X 625 X 0.;UN ;69;0;10;15,34;0;43662;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;18;0;                                                    ;19626
92643;BLANK COIFA MI 2160 X 654 X 0.;UN ;7;0;       ;15,34;0;43672;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;0;0;                                                    ;19626
119578;BLANK COIFA MI 2523 X 625 X 0.;UN ;39;0;10;15,34;0;43675;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;18;0;                                                    ;19626
92644;BLANK COIFA MI 2523 X 654 X 0.;UN ;4;0;       ;15,34;0;43672;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;0;0;0;                                                    ;19626
119579;BLANK COIFA MI 2886 X 625 X 0.;UN ;21;0;10;15,34;0;43675;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;18;0;                                                    ;19626
129618;CH AL 3000 X 1250 X 0,6mm     ;UN ;69,021;0;10;15,84;0;43662;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;18;0;                                                    ;19626
54736;CH AL 3000X1000X0.80 LIGA 1100;UN ;0,967;0;       ;13;0;43697;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;18;2;                                                    ;19626
40442;CH AL 3000X1000X1,2           ;UN ;4,64;0;       ;13;0;43662;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;0;2;                                                    ;19626
5547;CH AL NAVAL 2000X1000X1,5 ALCA;UN ;0,116;0;       ;17,3;0;43662;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;0;0;                                                    ;19626
11266;CH AL NAVAL 2000X1000X2,0 LIGA;UN ;11,456;0;       ;15,79;0;43669;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;0;2;                                                    ;19626
66841;CH AL NAVAL 2000X1250X1,55    ;UN ;1;0;       ;16,75;0;43662;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;0;0;2;                                                    ;19626
82166;CH AL NAVAL 3000X1000X1,5mm LI;UN ;5,916;0;       ;13,75;0;43669;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;0;2;                                                    ;19626
11251;CH AL.2000X1000X0.8           ;UN ;116,331;0;       ;13;0;43669;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;0;2;                                                    ;19626
5062;CH AL.2000x1000x1.2           ;UN ;30,432;0;       ;13;0;43668;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;18;0;                                                    ;19626
5063;CH AL.2000x1000x2.0           ;UN ;7,026;0;       ;13;0;43668;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;0;2;                                                    ;19626
12447;CH AL.3000X1000X1.50          ;UN ;2,664;0;       ;13;0;43662;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;18;2;                                                    ;19626
95662;CH AL.3000X1250X2.0MM         ;UN ;4,863;0;       ;13;0;43662;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;0;2;                                                    ;19626
93915;TB CU 1/2x0.79                ;KG ;1,659;0;       ;32,64;0;43662;E         ;2729;TERMOMECANICA                                     ;59.106.666/0002-52  ;0;                    ;vendas.suporte31@ter;5;0;2;                                                    ;19626
5001;TB. CU 5/16x0,65              ;KG ;0;46,77;10;32,44;0;43724;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;18;2;                                                    ;19626
134389;TB. CU 5/16x0,65              ;KG ;0;46,77;10;39,9;0;43724;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;18;2;                                                    ;19626
134390;TB. CU 5/16x0,65              ;KG ;0;46,77;       ;0;0;43724;E         ;4871;TERMOMECANICA                                     ;59.106.666/0001-71  ;( 000)  7000.0000   ;                    ;1;5;18;2;                                                    ;19626
134391;TB. CU 5/16x0,65              ;KG ;0;46,77;       ;0;0;43724;E         ;6858;PARANAPANEMA                                      ;60.398.369/0008-00  ;( 011)  2199.7604   ;                    ;anasilva@paranapanem;5;18;2;                                                    ;19626
110681;TB. CU 5/8x0,40 DL            ;KG ;1311,107;0;10;34,12;0;43662;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;0;0;                                                    ;19626
5056;TB. CU 5/8x0,79               ;KG ;0;0,793;       ;30,09;0;43662;E         ;226;SHOCK METAIS                                      ;54.800.768/0001-79  ;( 011)  2065.1611   ;                    ;edson@shockmetais.co;5;18;2;                                                    ;19626
134423;TB. CU 5/8x0,79               ;KG ;0;0,793;100;32,48;0;43662;E         ;3894;COPPERAF                                          ;01.577.711/0001-96  ;( 011)  2065.1010   ;                    ;douglas@copperaf.com;5;18;2;                                                    ;19626
134424;TB. CU 5/8x0,79               ;KG ;0;0,793;       ;0;0;43662;E         ;6858;PARANAPANEMA                                      ;60.398.369/0008-00  ;( 011)  2199.7604   ;                    ;anasilva@paranapanem;5;18;2;                                                    ;19626
134425;TB. CU 5/8x0,79               ;KG ;0;0,793;       ;0;0;43662;E         ;4871;TERMOMECANICA                                     ;59.106.666/0001-71  ;( 000)  7000.0000   ;                    ;1;5;18;2;                                                    ;19626
84469;"GRADE REDONDA 12"" A?O ELCO 1/1";UN ;0;6;       ;9,29;0;43662;E         ;292;MET.JAM                                           ;45.598.521/0001-20  ;( 011)  4761.8489   ;                    ;cassola@metalurgicaj;0;0;2;                                                    ;19626
134991;"GRADE REDONDA 12"" A?O ELCO 1/1";UN ;0;6;10;31,49;0;43662;E         ;2653;BLUE LIGHT                                        ;00.615.786/0001-51  ;( 014)  3554.9191   ;                    ;contrera@grupocontre;0;0;2;                                                    ;19626
6300;"HELICE PLAST 10"" EXAUST (V) 25";UN ;2375;0;       ;1,36;0;43675;E         ;406;ELCO                                              ;02.860.574/0001-65  ;( 011)  4701.9337   ;VILMA OLIVEIRA      ;fernando.pinto@elcob;5;18;2;                                                    ;19626
52541;"HELICE PLAST 8"" EXAUST 28› H-M";UN ;119;0;       ;1,18;0;43669;E         ;406;ELCO                                              ;02.860.574/0001-65  ;( 011)  4701.9337   ;VILMA OLIVEIRA      ;fernando.pinto@elcob;5;18;2;                                035 042             ;19626
6147;MOTOR ELCO 220V 50/60Hz VN16-3;UN ;274;0;       ;33,94;0;43675;E         ;406;ELCO                                              ;02.860.574/0001-65  ;( 011)  4701.9337   ;VILMA OLIVEIRA      ;fernando.pinto@elcob;10;18;2;                                035 042             ;19626
66691;MOTOR ELCO 220V 50/60Hz VN16-3;UN ;2101;0;       ;35,82;0;43675;E         ;406;ELCO                                              ;02.860.574/0001-65  ;( 011)  4701.9337   ;VILMA OLIVEIRA      ;fernando.pinto@elcob;10;0;2;                                035 042             ;19626
89650;MOTOR ELCO VN5-13 220V 5/42W 0;UN ;119;0;       ;35,05;0;43675;E         ;406;ELCO                                              ;02.860.574/0001-65  ;( 011)  4701.9337   ;VILMA OLIVEIRA      ;fernando.pinto@elcob;10;0;2;                                                    ;19626
87412;"HELICE EBM ALUMINIO ?10"" ""A"" 2";UN ;15;0;1;7,97;0;43654;E         ;502;EBM                                               ;02.374.717/0001-29  ;( 011)  4613.8700   ;                    ;simone.ciambeli@br.e;5;18;0;                                                    ;19626
88664;"HELICE EBM ALUMINIO ?10"" ""V"" 2";UN ;19;0;       ;7,97;0;43669;E         ;502;EBM                                               ;02.374.717/0001-29  ;( 011)  4613.8700   ;                    ;simone.ciambeli@br.e;5;0;0;                                                    ;19626
123569;MOTOR EBM 400 EC A3G400-AC22-5;UN ;5;0;1;731,27;0;43662;E         ;502;EBM                                               ;02.374.717/0001-29  ;( 011)  4613.8700   ;                    ;simone.ciambeli@br.e;0;0;0;                                                    ;19626
81910;MOTOR EBM 500MM 4P (W4D500-GM0;UN ;21;0;       ;668,94;0;43654;E         ;502;EBM                                               ;02.374.717/0001-29  ;( 011)  4613.8700   ;                    ;simone.ciambeli@br.e;0;0;0;                                                    ;19626
124619;MOTOR EBM EC 800 W3G800-GU23-7;UN ;2;0;1;2581,61;0;43662;E         ;502;EBM                                               ;02.374.717/0001-29  ;( 011)  4613.8700   ;                    ;simone.ciambeli@br.e;0;18;0;                                                    ;19626
81446;MOTOR ZIEHL ABEGG 800 8P FN080;UN ;5;0;       ;1272,04;0;43654;E         ;2957;ZIEHL-ABEGG                                       ;10.629.776/0001-29  ;( 011)  2872.2042   ;                    ;saulo.pereira@ziehl-;0;0;0;                                                    ;19626
89291;MOTOR IQ 3612 55330.01201 1550;UN ;34;0;1;110,01;0;43662;E         ;502;EBM                                               ;02.374.717/0001-29  ;( 011)  4613.8700   ;                    ;simone.ciambeli@br.e;0;18;0;                                                    ;19626
5312;PASSA FIO BOR DIAM EXT 35xDIAM;UN ;0;290;       ;0,67;0;43669;E         ;645;DIGE                                              ;01.430.822/0001-75  ;( 011)  3966.9177   ;JOSE                ;vendas1@digevedacoes;8;0;2;                                                    ;19626
135094;PASSA FIO BOR DIAM EXT 35xDIAM;UN ;0;290;       ;0;0;43669;E         ;6799;RVEDA                                             ;19.380.852/0001-80  ;( 011)  2239.2493   ;                    ;rveda@starbor.com.br;8;0;2;                                                    ;19626
5313;PASSA FIO BOR DIAM EXT 47xDIAM;UN ;0;329;       ;0,48;0;43669;E         ;645;DIGE                                              ;01.430.822/0001-75  ;( 011)  3966.9177   ;JOSE                ;vendas1@digevedacoes;8;0;2;                                                    ;19626
135095;PASSA FIO BOR DIAM EXT 47xDIAM;UN ;0;329;       ;0;0;43669;E         ;6799;RVEDA                                             ;19.380.852/0001-80  ;( 011)  2239.2493   ;                    ;rveda@starbor.com.br;8;0;2;                                                    ;19626
5279;PLUG BORRACHA 1.1/8           ;UN ;179;0;       ;0,48;0;43669;E         ;645;DIGE                                              ;01.430.822/0001-75  ;( 011)  3966.9177   ;JOSE                ;vendas1@digevedacoes;0;0;2;                                                    ;19626
19965;PLUG BORRACHA 1.5/8           ;UN ;28;0;       ;7,77;0;43669;E         ;645;DIGE                                              ;01.430.822/0001-75  ;( 011)  3966.9177   ;JOSE                ;vendas1@digevedacoes;0;0;2;                                                    ;19626
5280;PLUG BORRACHA 1/2 BOLSA       ;UN ;174;0;       ;0,43;0;43669;E         ;645;DIGE                                              ;01.430.822/0001-75  ;( 011)  3966.9177   ;JOSE                ;vendas1@digevedacoes;0;0;2;                                                    ;19626
5168;"PLUG BORRACHA 1/2""            ";UN ;2274;0;100;0,44;0;43669;E         ;645;DIGE                                              ;01.430.822/0001-75  ;( 011)  3966.9177   ;JOSE                ;vendas1@digevedacoes;0;0;2;                                                    ;19626
5527;PLUG BORRACHA 3/8 LONGO       ;UN ;541;0;100;0,4;0;43669;E         ;645;DIGE                                              ;01.430.822/0001-75  ;( 011)  3966.9177   ;JOSE                ;vendas1@digevedacoes;0;0;2;                                                    ;19626
5308;PLUG BORRACHA 5/16 (1/4 COM BO;UN ;2477;0;       ;0,53;0;43669;E         ;645;DIGE                                              ;01.430.822/0001-75  ;( 011)  3966.9177   ;JOSE                ;vendas1@digevedacoes;0;0;2;                                                    ;19626
5169;PLUG BORRACHA 5/8             ;UN ;549;0;100;0,4;0;43669;E         ;645;DIGE                                              ;01.430.822/0001-75  ;( 011)  3966.9177   ;JOSE                ;vendas1@digevedacoes;0;0;2;                                                    ;19626
5281;PLUG BORRACHA 5/8 BOLSA       ;UN ;44;0;       ;0,38;0;43669;E         ;645;DIGE                                              ;01.430.822/0001-75  ;( 011)  3966.9177   ;JOSE                ;vendas1@digevedacoes;0;0;2;                                                    ;19626
5275;"PLUG BORRACHA 7/8""            ";UN ;289;0;100;0,48;0;43669;E         ;645;DIGE                                              ;01.430.822/0001-75  ;( 011)  3966.9177   ;JOSE                ;vendas1@digevedacoes;0;0;2;                                                    ;19626
81610;CH GALV 2000 X 1200 X 0.95mm S;UN ;2,698;0;       ;3,86;0;43662;E         ;841;RADAR                                             ;04.396.664/0001-72  ;( 011)  3271.1411   ;                    ;radarferro@terra.com;5;0;2;21;19626
75306;CH GALV 2000X1200X1,25        ;UN ;1,734;0;       ;3,86;0;43662;E         ;841;RADAR                                             ;04.396.664/0001-72  ;( 011)  3271.1411   ;                    ;radarferro@terra.com;5;0;2;                                045 060             ;19626
104010;CH GALV BLANK 1000X600X1,25 S/;UN ;0;28;1;3,86;0;43669;E         ;841;RADAR                                             ;04.396.664/0001-72  ;( 011)  3271.1411   ;                    ;radarferro@terra.com;5;0;2;21;19626
133826;CH GALV BLANK 1000X600X1,25 S/;UN ;0;28;10;3,86;0;43669;E         ;7543;PIRES DO RIO                                      ;05.373.141/0003-35  ;( 011)  4225.9700   ;                    ;silvio@representapr.;5;0;2;21;19626
133827;CH GALV BLANK 1000X600X1,25 S/;UN ;0;28;10;3,86;0;43669;E         ;7186;BRASTIL                                           ;17.296.858/0001-48  ;( 019)  3446.4300   ;ADAULTO             ;adauto.brastil.acos@;5;0;2;21;19626
87639;CH GALV BLANK 1119 X 269 X 0.5;UN ;0;21;       ;4,36;0;43672;E         ;841;RADAR                                             ;04.396.664/0001-72  ;( 011)  3271.1411   ;                    ;radarferro@terra.com;5;0;2;                                                    ;19626
133828;CH GALV BLANK 1119 X 269 X 0.5;UN ;0;21;10;4,36;0;43672;E         ;7543;PIRES DO RIO                                      ;05.373.141/0003-35  ;( 011)  4225.9700   ;                    ;silvio@representapr.;5;0;2;                                                    ;19626
133829;CH GALV BLANK 1119 X 269 X 0.5;UN ;0;21;10;4,36;0;43672;E         ;7186;BRASTIL                                           ;17.296.858/0001-48  ;( 019)  3446.4300   ;ADAULTO             ;adauto.brastil.acos@;5;0;2;                                                    ;19626
87640;CH GALV BLANK 1482 X 269 X 0.5;UN ;0;3;       ;4,36;0;43669;E         ;841;RADAR                                             ;04.396.664/0001-72  ;( 011)  3271.1411   ;                    ;radarferro@terra.com;5;0;2;                                                    ;19626
133830;CH GALV BLANK 1482 X 269 X 0.5;UN ;0;3;10;4,36;0;43669;E         ;7543;PIRES DO RIO                                      ;05.373.141/0003-35  ;( 011)  4225.9700   ;                    ;silvio@representapr.;5;0;2;                                                    ;19626
133831;CH GALV BLANK 1482 X 269 X 0.5;UN ;0;3;10;4,36;0;43669;E         ;7186;BRASTIL                                           ;17.296.858/0001-48  ;( 019)  3446.4300   ;ADAULTO             ;adauto.brastil.acos@;5;0;2;                                                    ;19626
87641;CH GALV BLANK 1845 X 269 X 0.5;UN ;0;7;       ;4,36;0;43669;E         ;841;RADAR                                             ;04.396.664/0001-72  ;( 011)  3271.1411   ;                    ;radarferro@terra.com;5;0;2;                                045 060             ;19626
133832;CH GALV BLANK 1845 X 269 X 0.5;UN ;0;7;       ;4,36;0;43669;E         ;7543;PIRES DO RIO                                      ;05.373.141/0003-35  ;( 011)  4225.9700   ;                    ;silvio@representapr.;5;0;2;                                045 060             ;19626
133833;CH GALV BLANK 1845 X 269 X 0.5;UN ;0;7;10;4,36;0;43669;E         ;7186;BRASTIL                                           ;17.296.858/0001-48  ;( 019)  3446.4300   ;ADAULTO             ;adauto.brastil.acos@;5;0;2;                                045 060             ;19626
87638;CH GALV BLANK 756 X 269 X 0.5m;UN ;0;9;       ;4,36;0;43669;E         ;841;RADAR                                             ;04.396.664/0001-72  ;( 011)  3271.1411   ;                    ;radarferro@terra.com;5;0;2;                                045 060             ;19626
133836;CH GALV BLANK 756 X 269 X 0.5m;UN ;0;9;10;4,36;0;43669;E         ;7186;BRASTIL                                           ;17.296.858/0001-48  ;( 019)  3446.4300   ;ADAULTO             ;adauto.brastil.acos@;5;0;2;                                045 060             ;19626
133837;CH GALV BLANK 756 X 269 X 0.5m;UN ;0;9;10;4,36;0;43669;E         ;7543;PIRES DO RIO                                      ;05.373.141/0003-35  ;( 011)  4225.9700   ;                    ;silvio@representapr.;5;0;2;                                045 060             ;19626
11913;CH GALV.2000X1200X1.55 RADAR  ;UN ;0;8,696;       ;3,86;0;43662;E         ;841;RADAR                                             ;04.396.664/0001-72  ;( 011)  3271.1411   ;                    ;radarferro@terra.com;0;18;2;                                045 060             ;19626
5723;CH GALV.3000x1200x1.55 RADAR  ;UN ;5,052;0;       ;3,86;0;43662;E         ;841;RADAR                                             ;04.396.664/0001-72  ;( 011)  3271.1411   ;                    ;radarferro@terra.com;0;0;2;                                                    ;19626
101418;CHICOTE ELET. VMAX/CDR AC 3MT ;UN ;8;0;10;17,56;0;43669;E         ;1101;STALLO                                            ;05.922.035/0001-00  ;( 011)  5058.2727   ;GREGORIO            ;stallocme@yahoo.com.;5;0;2;28;19626
101419;CHICOTE ELET. VMAX/CDR AC 4MT ;UN ;3;0;10;22,18;0;43669;E         ;1101;STALLO                                            ;05.922.035/0001-00  ;( 011)  5058.2727   ;GREGORIO            ;stallocme@yahoo.com.;5;0;2;28;19626
101420;CHICOTE ELET. VMAX/CDR AC 5MT ;UN ;2;0;10;26,7;0;43669;E         ;1101;STALLO                                            ;05.922.035/0001-00  ;( 011)  5058.2727   ;GREGORIO            ;stallocme@yahoo.com.;5;0;2;28;19626
101421;CHICOTE ELET. VMAX/CDR AC 6MT ;UN ;1;0;10;31,44;0;43669;E         ;1101;STALLO                                            ;05.922.035/0001-00  ;( 011)  5058.2727   ;GREGORIO            ;stallocme@yahoo.com.;5;0;2;28;19626
124658;CHICOTE ELETRICO HD/HDL 3VIAS ;UN ;3;0;1;9,54;0;43662;E         ;1101;STALLO                                            ;05.922.035/0001-00  ;( 011)  5058.2727   ;GREGORIO            ;stallocme@yahoo.com.;5;0;2;28;19626
124659;CHICOTE ELETRICO HD/HDL 3VIAS ;UN ;2;0;1;10,44;0;43662;E         ;1101;STALLO                                            ;05.922.035/0001-00  ;( 011)  5058.2727   ;GREGORIO            ;stallocme@yahoo.com.;5;0;2;28;19626
124662;CHICOTE ELETRICO HD/HDL 5VIAS ;UN ;3;0;1;12,42;0;43662;E         ;1101;STALLO                                            ;05.922.035/0001-00  ;( 011)  5058.2727   ;GREGORIO            ;stallocme@yahoo.com.;5;0;2;28;19626
